dep_ct,arr_ct,loc,hour
93,99,Ink Block - Harrison Ave at Herald St,9
118,101,Ink Block - Harrison Ave at Herald St,10
115,152,Ink Block - Harrison Ave at Herald St,11
170,145,Ink Block - Harrison Ave at Herald St,12
170,146,Ink Block - Harrison Ave at Herald St,13
188,156,Ink Block - Harrison Ave at Herald St,14
182,170,Ink Block - Harrison Ave at Herald St,15
208,241,Ink Block - Harrison Ave at Herald St,16
257,311,Ink Block - Harrison Ave at Herald St,17
282,318,Ink Block - Harrison Ave at Herald St,18
226,236,Ink Block - Harrison Ave at Herald St,19
190,141,Ink Block - Harrison Ave at Herald St,20
70,49,Ink Block - Harrison Ave at Herald St,21
52,47,Ink Block - Harrison Ave at Herald St,22
41,34,Ink Block - Harrison Ave at Herald St,23
847,816,Inman Square at Springfield St.,
63,73,Inman Square at Springfield St.,0
41,33,Inman Square at Springfield St.,1
17,22,Inman Square at Springfield St.,2
16,4,Inman Square at Springfield St.,3
8,3,Inman Square at Springfield St.,4
46,6,Inman Square at Springfield St.,5
97,60,Inman Square at Springfield St.,6
242,163,Inman Square at Springfield St.,7
224,166,Inman Square at Springfield St.,8
263,192,Inman Square at Springfield St.,9
266,184,Inman Square at Springfield St.,10
293,190,Inman Square at Springfield St.,11
286,249,Inman Square at Springfield St.,12
305,274,Inman Square at Springfield St.,13
305,256,Inman Square at Springfield St.,14
310,326,Inman Square at Springfield St.,15
359,428,Inman Square at Springfield St.,16
415,565,Inman Square at Springfield St.,17
406,582,Inman Square at Springfield St.,18
411,493,Inman Square at Springfield St.,19
222,393,Inman Square at Springfield St.,20
183,237,Inman Square at Springfield St.,21
163,156,Inman Square at Springfield St.,22
78,106,Inman Square at Springfield St.,23
194,203,Innovation Lab - 125 Western Ave at Batten Way,
3,8,Innovation Lab - 125 Western Ave at Batten Way,0
1,3,Innovation Lab - 125 Western Ave at Batten Way,1
2,,Innovation Lab - 125 Western Ave at Batten Way,2
3,17,Innovation Lab - 125 Western Ave at Batten Way,5
1,25,Innovation Lab - 125 Western Ave at Batten Way,6
9,55,Innovation Lab - 125 Western Ave at Batten Way,7
20,105,Innovation Lab - 125 Western Ave at Batten Way,8
24,51,Innovation Lab - 125 Western Ave at Batten Way,9
30,46,Innovation Lab - 125 Western Ave at Batten Way,10
32,40,Innovation Lab - 125 Western Ave at Batten Way,11
39,59,Innovation Lab - 125 Western Ave at Batten Way,12
65,44,Innovation Lab - 125 Western Ave at Batten Way,13
85,44,Innovation Lab - 125 Western Ave at Batten Way,14
79,62,Innovation Lab - 125 Western Ave at Batten Way,15
92,73,Innovation Lab - 125 Western Ave at Batten Way,16
127,87,Innovation Lab - 125 Western Ave at Batten Way,17
127,93,Innovation Lab - 125 Western Ave at Batten Way,18
99,46,Innovation Lab - 125 Western Ave at Batten Way,19
44,21,Innovation Lab - 125 Western Ave at Batten Way,20
20,26,Innovation Lab - 125 Western Ave at Batten Way,21
12,30,Innovation Lab - 125 Western Ave at Batten Way,22
7,11,Innovation Lab - 125 Western Ave at Batten Way,23
155,168,JFK Crossing at Harvard St. / Thorndike St.,
16,75,JFK Crossing at Harvard St. / Thorndike St.,0
6,20,JFK Crossing at Harvard St. / Thorndike St.,1
7,14,JFK Crossing at Harvard St. / Thorndike St.,2
1,6,JFK Crossing at Harvard St. / Thorndike St.,3
2,2,JFK Crossing at Harvard St. / Thorndike St.,4
8,8,JFK Crossing at Harvard St. / Thorndike St.,5
111,34,JFK Crossing at Harvard St. / Thorndike St.,6
145,53,JFK Crossing at Harvard St. / Thorndike St.,7
178,91,JFK Crossing at Harvard St. / Thorndike St.,8
190,89,JFK Crossing at Harvard St. / Thorndike St.,9
175,104,JFK Crossing at Harvard St. / Thorndike St.,10
140,134,JFK Crossing at Harvard St. / Thorndike St.,11
201,178,JFK Crossing at Harvard St. / Thorndike St.,12
193,170,JFK Crossing at Harvard St. / Thorndike St.,13
178,144,JFK Crossing at Harvard St. / Thorndike St.,14
157,151,JFK Crossing at Harvard St. / Thorndike St.,15
188,209,JFK Crossing at Harvard St. / Thorndike St.,16
272,299,JFK Crossing at Harvard St. / Thorndike St.,17
233,267,JFK Crossing at Harvard St. / Thorndike St.,18
146,212,JFK Crossing at Harvard St. / Thorndike St.,19
94,157,JFK Crossing at Harvard St. / Thorndike St.,20
55,93,JFK Crossing at Harvard St. / Thorndike St.,21
35,73,JFK Crossing at Harvard St. / Thorndike St.,22
43,51,JFK Crossing at Harvard St. / Thorndike St.,23
246,268,JFK/UMass T Stop,
16,29,JFK/UMass T Stop,0
3,27,JFK/UMass T Stop,1
5,7,JFK/UMass T Stop,2
2,3,JFK/UMass T Stop,3
3,12,JFK/UMass T Stop,4
5,11,JFK/UMass T Stop,5
50,60,JFK/UMass T Stop,6
30,35,JFK/UMass T Stop,7
88,28,JFK/UMass T Stop,8
62,47,JFK/UMass T Stop,9
53,64,JFK/UMass T Stop,10
75,114,JFK/UMass T Stop,11
99,121,JFK/UMass T Stop,12
134,159,JFK/UMass T Stop,13
124,165,JFK/UMass T Stop,14
122,173,JFK/UMass T Stop,15
151,171,JFK/UMass T Stop,16
168,233,JFK/UMass T Stop,17
207,197,JFK/UMass T Stop,18
180,166,JFK/UMass T Stop,19
143,93,JFK/UMass T Stop,20
89,69,JFK/UMass T Stop,21
43,71,JFK/UMass T Stop,22
12,42,JFK/UMass T Stop,23
552,567,Jackson Square T Stop,
29,38,Jackson Square T Stop,0
18,28,Jackson Square T Stop,1
10,6,Jackson Square T Stop,2
6,7,Jackson Square T Stop,3
39,7,Jackson Square T Stop,4
56,16,Jackson Square T Stop,5
64,27,Jackson Square T Stop,6
143,58,Jackson Square T Stop,7
211,156,Jackson Square T Stop,8
170,84,Jackson Square T Stop,9
174,95,Jackson Square T Stop,10
230,146,Jackson Square T Stop,11
283,218,Jackson Square T Stop,12
286,271,Jackson Square T Stop,13
236,291,Jackson Square T Stop,14
270,294,Jackson Square T Stop,15
300,399,Jackson Square T Stop,16
395,555,Jackson Square T Stop,17
367,488,Jackson Square T Stop,18
299,350,Jackson Square T Stop,19
208,336,Jackson Square T Stop,20
146,219,Jackson Square T Stop,21
86,129,Jackson Square T Stop,22
53,82,Jackson Square T Stop,23
105,121,Jamaica St at South St,
3,4,Jamaica St at South St,0
3,2,Jamaica St at South St,2
1,,Jamaica St at South St,4
5,1,Jamaica St at South St,5
76,8,Jamaica St at South St,6
68,13,Jamaica St at South St,7
28,10,Jamaica St at South St,8
22,20,Jamaica St at South St,9
42,38,Jamaica St at South St,10
42,52,Jamaica St at South St,11
62,71,Jamaica St at South St,12
57,56,Jamaica St at South St,13
55,61,Jamaica St at South St,14
63,83,Jamaica St at South St,15
76,86,Jamaica St at South St,16
95,132,Jamaica St at South St,17
85,98,Jamaica St at South St,18
41,69,Jamaica St at South St,19
19,36,Jamaica St at South St,20
14,23,Jamaica St at South St,21
11,28,Jamaica St at South St,22
6,4,Jamaica St at South St,23
436,426,Kendall Street,
51,41,Kendall Street,0
18,22,Kendall Street,1
4,9,Kendall Street,2
5,5,Kendall Street,3
2,3,Kendall Street,4
31,19,Kendall Street,5
47,20,Kendall Street,6
49,92,Kendall Street,7
94,152,Kendall Street,8
93,151,Kendall Street,9
129,164,Kendall Street,10
185,160,Kendall Street,11
194,205,Kendall Street,12
214,186,Kendall Street,13
204,195,Kendall Street,14
227,246,Kendall Street,15
261,221,Kendall Street,16
341,345,Kendall Street,17
346,323,Kendall Street,18
330,260,Kendall Street,19
213,148,Kendall Street,20
88,89,Kendall Street,21
50,75,Kendall Street,22
57,52,Kendall Street,23
1691,1684,Kendall T,
73,73,Kendall T,0
49,37,Kendall T,1
17,8,Kendall T,2
12,14,Kendall T,3
6,8,Kendall T,4
16,58,Kendall T,5
60,188,Kendall T,6
156,360,Kendall T,7
375,399,Kendall T,8
308,486,Kendall T,9
305,344,Kendall T,10
316,365,Kendall T,11
426,390,Kendall T,12
396,445,Kendall T,13
391,397,Kendall T,14
497,351,Kendall T,15
564,365,Kendall T,16
788,456,Kendall T,17
593,567,Kendall T,18
480,408,Kendall T,19
357,270,Kendall T,20
227,144,Kendall T,21
152,99,Kendall T,22
119,84,Kendall T,23
836,825,Kenmore Square,
156,164,Kenmore Square,0
90,87,Kenmore Square,1
36,29,Kenmore Square,2
17,17,Kenmore Square,3
23,18,Kenmore Square,4
26,43,Kenmore Square,5
35,52,Kenmore Square,6
92,125,Kenmore Square,7
179,206,Kenmore Square,8
189,149,Kenmore Square,9
197,230,Kenmore Square,10
316,284,Kenmore Square,11
336,362,Kenmore Square,12
421,383,Kenmore Square,13
426,411,Kenmore Square,14
487,459,Kenmore Square,15
430,393,Kenmore Square,16
470,537,Kenmore Square,17
541,558,Kenmore Square,18
449,495,Kenmore Square,19
371,346,Kenmore Square,20
340,280,Kenmore Square,21
220,222,Kenmore Square,22
228,193,Kenmore Square,23
817,788,Kennedy-Longfellow School 158 Spring St,
42,76,Kennedy-Longfellow School 158 Spring St,0
20,37,Kennedy-Longfellow School 158 Spring St,1
11,18,Kennedy-Longfellow School 158 Spring St,2
9,6,Kennedy-Longfellow School 158 Spring St,3
12,2,Kennedy-Longfellow School 158 Spring St,4
64,6,Kennedy-Longfellow School 158 Spring St,5
118,44,Kennedy-Longfellow School 158 Spring St,6
180,70,Kennedy-Longfellow School 158 Spring St,7
345,104,Kennedy-Longfellow School 158 Spring St,8
424,155,Kennedy-Longfellow School 158 Spring St,9
271,168,Kennedy-Longfellow School 158 Spring St,10
279,267,Kennedy-Longfellow School 158 Spring St,11
318,256,Kennedy-Longfellow School 158 Spring St,12
317,275,Kennedy-Longfellow School 158 Spring St,13
333,270,Kennedy-Longfellow School 158 Spring St,14
333,332,Kennedy-Longfellow School 158 Spring St,15
349,409,Kennedy-Longfellow School 158 Spring St,16
468,668,Kennedy-Longfellow School 158 Spring St,17
511,632,Kennedy-Longfellow School 158 Spring St,18
330,570,Kennedy-Longfellow School 158 Spring St,19
218,368,Kennedy-Longfellow School 158 Spring St,20
152,243,Kennedy-Longfellow School 158 Spring St,21
168,198,Kennedy-Longfellow School 158 Spring St,22
68,118,Kennedy-Longfellow School 158 Spring St,23
642,637,Lafayette Square at Mass Ave / Main St / Columbia St,
71,74,Lafayette Square at Mass Ave / Main St / Columbia St,0
44,40,Lafayette Square at Mass Ave / Main St / Columbia St,1
21,32,Lafayette Square at Mass Ave / Main St / Columbia St,2
12,10,Lafayette Square at Mass Ave / Main St / Columbia St,3
5,8,Lafayette Square at Mass Ave / Main St / Columbia St,4
9,6,Lafayette Square at Mass Ave / Main St / Columbia St,5
40,19,Lafayette Square at Mass Ave / Main St / Columbia St,6
92,68,Lafayette Square at Mass Ave / Main St / Columbia St,7
129,155,Lafayette Square at Mass Ave / Main St / Columbia St,8
127,134,Lafayette Square at Mass Ave / Main St / Columbia St,9
155,137,Lafayette Square at Mass Ave / Main St / Columbia St,10
211,222,Lafayette Square at Mass Ave / Main St / Columbia St,11
249,246,Lafayette Square at Mass Ave / Main St / Columbia St,12
305,280,Lafayette Square at Mass Ave / Main St / Columbia St,13
306,282,Lafayette Square at Mass Ave / Main St / Columbia St,14
318,334,Lafayette Square at Mass Ave / Main St / Columbia St,15
364,364,Lafayette Square at Mass Ave / Main St / Columbia St,16
487,478,Lafayette Square at Mass Ave / Main St / Columbia St,17
445,519,Lafayette Square at Mass Ave / Main St / Columbia St,18
416,462,Lafayette Square at Mass Ave / Main St / Columbia St,19
308,300,Lafayette Square at Mass Ave / Main St / Columbia St,20
235,180,Lafayette Square at Mass Ave / Main St / Columbia St,21
136,122,Lafayette Square at Mass Ave / Main St / Columbia St,22
127,92,Lafayette Square at Mass Ave / Main St / Columbia St,23
111,98,Landmark Center - Brookline Ave at Park Dr,0
49,57,Landmark Center - Brookline Ave at Park Dr,1
22,20,Landmark Center - Brookline Ave at Park Dr,2
17,25,Landmark Center - Brookline Ave at Park Dr,3
16,10,Landmark Center - Brookline Ave at Park Dr,4
49,41,Landmark Center - Brookline Ave at Park Dr,5
109,139,Landmark Center - Brookline Ave at Park Dr,6
187,221,Landmark Center - Brookline Ave at Park Dr,7
